id	instruction_en	instruction_my	response_en	response_my	category	source	guideline_version	notes
TB-CF-016	For which patient groups should Gene Xpert testing be prioritized?	Gene Xpert စက်ဖြင့် စစ်ဆေးရာတွင် မည်သည့်လူနာအုပ်စုများကို ဦးစားပေးရမည်နည်း။	Gene Xpert testing should be prioritized for DR-TB presumptive patients and people living with HIV.	ဂျင်းအိပ်စ်ပါတ် (Gene Xpert) စက်ဖြင့် ဆေးယဉ်ပါးတီဘီသံသယလူနာများနှင့် အိပ်ချ်အိုင်ဗွီရှိသူများကို စစ်ဆေးပေးရမည်။	Drug-resistant TB (MDR-TB)	Myanmar NTP	2017	Priority testing groups
TB-CF-017	How should patients with TB bacteria but no rifampicin resistance be treated?	တီဘီပိုးတွေ့ပြီး ရီဖင်ပင်စင်ဆေးယဉ်ပါးမှု မရှိသောသူကို မည်သို့ကုသရမည်နည်း။	Patients with TB bacteria detected but without rifampicin resistance should be treated with standard TB treatment regimens.	တီဘီပိုးတွေ့ပြီး ရီဖင်ပင်စင်ဆေးယဉ်ပါးမှု မရှိသောသူကို ရိုးရိုးတီဘီဆေးကုထုံးများနှင့် ကုသမှုပေးခြင်း ပြုလုပ်ရမည်။	Drug-resistant TB (MDR-TB)	Myanmar NTP	2017	Drug-susceptible TB treatment
TB-CF-018	How should patients with rifampicin resistance be managed?	ရီဖင်ပင်စင်ဆေးယဉ်ပါးမှုရှိသူကို မည်သို့စီမံခန့်ခွဲရမည်နည်း။	Patients with rifampicin resistance should be enrolled in the MDR-TB Programme and treated with standardized DR-TB treatment regimens.	ရီဖင်ပင်စင်ဆေးယဉ်ပါးမှုရှိသူကို ဆေးယဉ်ပါးတီဘီစံကိုက်ကုထုံးများနှင့် ကုသမှုပေးရန်စီစဉ်ခြင်း (Enrolled in MDR-TB Programme) ပြုလုပ်ရမည်။	Drug-resistant TB (MDR-TB)	Myanmar NTP	2017	MDR-TB enrollment
TB-CF-019	What strategy should be evaluated monthly using outpatient registration records?	ပြင်ပလူနာမှတ်ပုံတင်စာအုပ်မှတ်တမ်းများ အသုံးပြု၍ လစဉ်အကဲဖြတ်ရမည့် မဟာဗျူဟာမှာ အဘယ်နည်း။	The "Find TB suspects quickly, separate safely, and cure completely" strategy should be evaluated monthly using outpatient registration records.	တီဘီသံသယလူနာအမြန်ရှာ သီးသန့်ခွဲထားပြီး ပျောက်ကင်းအောင်ကု မဟာဗျူဟာ အကောင်အထည်ဖေါ်ခြင်းထိရောက်မှုကို ပြင်ပလူနာမှတ်ပုံတင်စာအုပ်မှတ်တမ်းများ အသုံးပြု၍ လစဉ်အကဲဖြတ်ရန်။	Healthcare worker training	Myanmar NTP	2017	Programme monitoring
TB-CF-020	What time periods should be monitored from sputum collection to laboratory results?	သလိပ်နမူနာစပေးသည့်အချိန်မှ ဓါတ်ခွဲအဖြေရရှိသည့်အချိန်အထိ မည်သည့်အချိန်ကာလများကို စောင့်ကြည့်ရမည်နည်း။	Time periods to monitor are: within 1 day, within 2 days, within 3-5 days, and 5 days or more from sputum collection to receiving laboratory results.	တီဘီသံသယလူနာ၏ သလိပ်နမူနာစပေးသည့်အချိန်မှစ၍ ဓါတ်ခွဲအဖြေလက်ခံရရှိသည့် အချိန်ကာလ (တစ်ရက်အတွင်း၊ နောက်တစ်ရက်အတွင်း၊ ၃ - ၅ ရက်အတွင်း၊ ၅ ရက်နှင့်အထက်) ကြာသည့်ရက်ကို စောင့်ကြည့်ရမည်။	Healthcare worker training	Myanmar NTP	2017	Turnaround time monitoring
TB-CF-021	What time intervals should be tracked from laboratory results to treatment initiation?	ဓါတ်ခွဲအဖြေရရှိသည့်အချိန်မှ ဆေးစတင်ကုသသည့်အချိန်အထိ မည်သည့်အချိန်ကာလများကို မှတ်တမ်းတင်ရမည်နည်း။	Time intervals to track are: within 1 day, within 2 days, within 3-5 days, within 5-14 days, and 14 days or more from laboratory results to TB treatment initiation or referral.	ဓါတ်ခွဲအဖြေလက်ခံရရှိသည့်အချိန်မှ တီဘီဆေးစတင်ကုသသည့် အချိန်ကာလ (တစ်ရက်အတွင်း၊ နောက်တစ်ရက်အတွင်း၊ ၃ - ၅ ရက်အတွင်း၊ ၅ - ၁၄ ရက်အတွင်းနှင့် ၁၄ ရက်နှင့်အထက်) ကြာသည့်ရက် (သို့မဟုတ်) အခြားဌာနသို့ လွှဲပြောင်းပေးခြင်း မှတ်တမ်းတင်ရမည်။	Healthcare worker training	Myanmar NTP	2017	Treatment delay monitoring
TB-CF-022	Who is responsible for ventilation system preventive maintenance?	လေဝင်လေထွက်စနစ်ကောင်းအောင် ထိန်းသိမ်းခြင်းအတွက် မည်သူများ တာဝန်ရှိပါသလဲ။	Senior nurses and nursing supervisors are responsible for ventilation system preventive maintenance.	လေဝင်လေထွက်စနစ်ကောင်းအောင် ထိန်းသိမ်းခြင်းသည် သူနာပြုအကြီးအကဲ၊ သူနာပြုအုပ်များ၏ တာဝန်ဝတ္တရားများဖြစ်ပါသည်။	Infection control	Myanmar NTP	2017	Staff responsibilities
TB-CF-023	How frequently should doors and windows be checked for proper opening and closing?	တံခါးနှင့် ပြတင်းပေါက်များ လွယ်ကူစွာ ဖွင့်ပိတ်ထားနိုင်ခြင်း ရှိ/မရှိ ကို မည်မျှ မကြာခဏ စစ်ဆေးရမည်နည်း။	Doors and windows should be checked daily to ensure they can be opened and closed easily.	တံခါးနှင့် ပြတင်းပေါက်များ လွယ်ကူစွာ ဖွင့်ပိတ်ထားနိုင်ခြင်း ရှိ/မရှិ နေ့စဉ်စစ်ဆေးခြင်း ပြုလုပ်ရမည်။	Infection control	Myanmar NTP	2017	Daily ventilation checks
TB-CF-024	What simple test can verify that exhaust fans are working properly?	လေထုတ်ပန်ကာများ ကောင်းမွန်စွာလုပ်ဆောင်နေကြောင်း စစ်ဆေးရန် ရိုးရှင်းသောနည်းလမ်းမှာ အဘယ်နည်း။	A simple test is to place tissue or paper behind the exhaust fan housing - if the tissue or paper is drawn toward the fan, it indicates proper air extraction.	လေထုတ်ပန်ကာများ၏ ပန်ကာအိမ်နောက်တွှင် တစ်ရှူး (သို့) စက္ကူစကိုတင်၍ ၎င်းတစ်ရှူး (သို့) စက္ကူကို ဆွဲထားပါက ကောင်းမွန်စွာ လေထုတ်ပေးကြောင်း သိရှိနိုင်ပါသည်။	Infection control	Myanmar NTP	2017	Fan functionality testing
TB-CF-025	How often should the structural integrity of doors and windows be inspected?	တံခါးနှင့် ပြတင်းပေါက်များ၏ ခိုင်ခံ့ကောင်းမွန်မှု အခြေအနေကို မည်မျှမကြာခဏ စစ်ဆေးရမည်နည်း။	The structural integrity of doors and windows should be inspected monthly.	တံခါးနှင့် ပြတင်းပေါက်များ၏ ခိုင်ခံ့ကောင်းမွန်မှု အခြေအနေကို လစဉ်စစ်ဆေးခြင်း ပြုလုပ်ရမည်။	Infection control	Myanmar NTP	2017	Monthly structural checks
TB-CF-026	What documentation should be maintained for door and window maintenance?	တံခါးနှင့် ပြတင်းပေါက်များ စစ်ဆေး၊ ထိန်းသိမ်း၊ ပြင်ဆင်သည့် အတွက် မည်သည့်မှတ်တမ်းများ ထားရှိရမည်နည်း။	A logbook should be maintained documenting the dates and details of door and window inspections, maintenance, and repairs.	တံခါးနှင့် ပြတင်းပေါက်များ စစ်ဆေး၊ ထိန်းသိမ်း၊ ပြင်ဆင်သည့် ရက်စွဲနှင့် အကြောင်းအရာ မှတ်တမ်းစာအုပ် (Logbook) ထားရှိခြင်း ပြုလုပ်ရမည်။	Infection control	Myanmar NTP	2017	Record keeping requirements
TB-CF-027	How frequently should fan cleanliness and functionality be checked?	ပန်ကာများသန့်ရှင်းမှုနှင့် လည်ပတ်နိုင်မှု အခြေအနေကို မည်မျှမကြာခဏ စစ်ဆေးရမည်နည်း။	Fan cleanliness and functionality should be checked monthly.	ပန်ကာများသန့်ရှင်းမှုနှင့် လည်ပတ်နိုင်မှု အခြေအနေကို လစဉ်စစ်ဆေးခြင်း ပြုလုပ်ရမည်။	Infection control	Myanmar NTP	2017	Monthly fan maintenance
TB-CF-028	What records should be kept for fan maintenance activities?	ပန်ကာများစစ်ဆေး၊ ထိန်းသိမ်းပြင်ဆင်ခြင်းအတွက် မည်သည့်မှတ်တမ်းများ ထားရှိရမည်နည်း။	A logbook should be maintained documenting the dates and details of fan inspections, maintenance, and repairs.	ပန်ကာများစစ်ဆေး၊ ထိန်းသိမ်းပြင်ဆင်သည့်ရက်စွဲနှင့် အကြောင်းအရာများ မှတ်တမ်းစာအုပ် (Logbook) ထားရှိခြင်း ပြုလုပ်ရမည်။	Infection control	Myanmar NTP	2017	Fan maintenance documentation
TB-CF-029	What is the purpose of daily exhaust fan testing with tissue paper?	တစ်ရှူးစက္ကူဖြင့် နေ့စဉ် လေထုတ်ပန်ကာများကို စစ်ဆေးခြင်း၏ ရည်ရွယ်ချက်မှာ အဘယ်နည်း။	The purpose is to verify daily that exhaust fans are extracting air properly and functioning correctly for infection control.	လေထုတ်ပန်ကာများ ကောင်းမွန်စွာ လေထုတ်ပေးနေကြောင်းနှင့် ရောဂါကူးစက်မှု ကာကွယ်ရေးအတွက် နေ့စဉ် မှန်ကန်စွာ လုပ်ဆောင်နေကြောင်း အတည်ပြုရန် ဖြစ်ပါသည်။	Infection control	Myanmar NTP	2017	Quality assurance testing
TB-CF-030	Why is active case finding important in TB settings?	တီဘီဌာနများတွင် တက်တက်ကြွကြွ ရောဂါရှာဖွေခြင်းသည် အဘယ်ကြောင့် အရေးကြီးပါသလဲ။	Active case finding is important because it allows early detection of DR-TB cases and implementation of infection control measures to prevent transmission to other patients and healthcare workers.	တက်တက်ကြွကြွ ရောဂါရှာဖွေခြင်းသည် ဆေးယဉ်ပါးတီဘီလူနာများကို စောစီးစွာ ရှာဖွေတွေ့ရှိနိုင်ပြီး အခြားလူနာများနှင့် ကျန်းမာရေးဝန်ထမ်းများသို့ ကူးစက်ခြင်းမှ ကာကွယ်ရန် ရောဂါကာကွယ်ထိန်းချုပ်ရေး အစီအမံများ အကောင်အထည်ဖော်နိုင်သောကြောင့် အရေးကြီးပါသည်။	Drug-resistant TB (MDR-TB)	Myanmar NTP	2017	Case finding rationale
TB-CF-031	What are the three main components of the TB infection control strategy?	တီဘီရောဂါကူးစက်မှု ကာကွယ်ထိန်းချုပ်ရေး မဟာဗျူဟာ၏ အဓိကအစိတ်အပိုင်း (၃) ခုမှာ အဘယ်နည်း။	The three main components are: (1) actively finding cases, (2) separating safely, and (3) providing effective treatment.	အဓိကအစိတ်အပိုင်း (၃) ခုမှာ (၁) တက်တက်ကြွကြွဆောင်ရွက်ခြင်း (၂) အန္တရာယ်ကင်းစွာ သီးသန့်ခွဲထားခြင်း (၃) ထိရောက်သော တီဘီဆေးကုသမှုပေးခြင်း ဖြစ်ပါသည်။	Infection control	Myanmar NTP	2017	Comprehensive control strategy
TB-CF-032	What baseline investigations are required before starting MDR-TB treatment?	ဆေးယဉ်ပါးတီဘီဆေးကုသမှု မစတင်မီ မည်သည့် အခြေခံဓါတ်ခွဲစမ်းသပ်ခြင်းများ လိုအပ်ပါသလဲ။	Baseline investigations must be completed before starting MDR-TB treatment, which typically takes about one to two weeks to perform.	ဆေးယဉ်ပါးတီဘီဆေးကုသမှု မစတင်မီ လိုအပ်သော အခြေခံဓါတ်ခွဲစမ်းသပ်ခြင်းများ (Baseline Investigations) ပြုလုပ်ရအုံးမည် ဖြစ်ပြီး တစ်ပါတ်၊ နှစ်ပါတ်ခန့်အချိန်ယူရပါသည်။	Drug-resistant TB (MDR-TB)	Myanmar NTP	2017	Pre-treatment assessment
TB-CF-033	What cough etiquette should be taught to TB presumptive patients?	တီဘီသံသယလူနာများကို မည်သည့် ချောင်းဆိုးရာလိုက်နာရမည့် ကျင့်ဝတ်များကို သင်ကြားပေးရမည်နည်း။	TB presumptive patients should be taught cough etiquette including wearing face masks when coughing to prevent transmission to others.	တီဘီသံသယလူနာများကို ချောင်းဆိုးလျှင် လိုက်နာရမည့်ကျင့်ဝတ်များ အသိပညာပေးပြီး နှာခေါင်းစည်းတပ်ဆင်စေခြင်းဖြင့် အခြားသူများသို့ ကူးစက်ခြင်းမှ ကာကွယ်ရန် သင်ကြားပေးရမည်။	Patient education	Myanmar NTP	2017	Respiratory hygiene education
TB-CF-034	What type of rooms should be used for DR-TB presumptive patients while awaiting treatment?	ဆေးယဉ်ပါးတီဘီသံသယလူနာများကို ကုသမှုမစတင်မီ မည်သည့်အခန်းအမျိုးအစားတွင် ထားရှိရမည်နည်း။	DR-TB presumptive patients should be placed in separate, well-ventilated rooms while awaiting treatment.	ဆေးယဉ်ပါးတီဘီသံသယလူနာများကို လေဝင်လေထွက်ကောင်းသည့် သီးခြားအခန်း/ နေရာများတွင် ကုသမှုမစတင်မီ ထားရှိရမည်။	Drug-resistant TB (MDR-TB)	Myanmar NTP	2017	Patient placement protocols
TB-CF-035	When does transmission risk decrease after MDR-TB treatment initiation?	ဆေးယဉ်ပါးတီဘီကုသမှု စတင်ပြီးနောက် ကူးစက်နိုင်စွမ်းသည် မည်သည့်အချိန်တွင် လျော့ကျပါသလဲ။	Transmission risk decreases rapidly after starting effective MDR-TB treatment, even before sputum smear and culture conversion occurs.	ဆေးယဉ်ပါးတီဘီ ထိရောက်သောကုသမှု စတင်ပြီးနောက် တီဘီပိုး တွေ့ရှိမှု/ ပိုးမပေါက်ပွား ကင်းစင်သည့်အခြေအနေ မရောက်မီကပင် ကူးစက်နိုင်စွမ်းမှာ လျင်မြန်စွာ လျော့ကျပါသည်။	Drug-resistant TB (MDR-TB)	Myanmar NTP	2017	Infectivity decline
TB-CF-036	What is the significance of the two-week cough duration for TB screening?	တီဘီစစ်ဆေးရာတွင် နှစ်ပါတ်ကြာ ချောင်းဆိုးခြင်း၏ အရေးပါမှုမှာ အဘယ်နည်း။	A two-week cough duration is the standard screening criterion for identifying TB presumptive cases who should be referred for immediate evaluation and testing.	နှစ်ပါတ်ကြာ ချောင်းဆိုးခြင်းသည် တီဘီသံသယလူနာများကို ခွဲခြားသတ်မှတ်ရန် စံသတ်မှတ်ချက်ဖြစ်ပြီး ချက်ခြင်းအကဲဖြတ်စစ်ဆေးရန် ညွှန်းပို့ရမည့် လူနာများ ဖြစ်ပါသည်။	Diagnostic protocols	Myanmar NTP	2017	Screening criteria
TB-CF-037	What should be monitored to evaluate the effectiveness of case finding strategies?	ရောဂါရှာဖွေခြင်း မဟာဗျူဟာများ၏ ထိရောက်မှုကို အကဲဖြတ်ရန် မည်သည်တို့ကို စောင့်ကြည့်ရမည်နည်း။	To evaluate case finding effectiveness, monitor time from sputum collection to laboratory results and time from results to treatment initiation using outpatient registration records.	ရောဂါရှာဖွေခြင်း မဟာဗျူဟာများ၏ ထိရောက်မှုကို အကဲဖြတ်ရန် သလိပ်နမူနာစပေးသည့်အချိန်မှ ဓါတ်ခွဲအဖြေရရှိသည့်အချိန်နှင့် ဓါတ်ခွဲအဖြေမှ ကုသမှုစတင်သည့်အချိန်ကို ပြင်ပလူနာမှတ်ပုံတင်စာအုပ်မှတ်တမ်းများဖြင့် စောင့်ကြည့်ရမည်။	Healthcare worker training	Myanmar NTP	2017	Performance monitoring indicators
TB-CF-038	What are second-line TB drugs used for?	ဒုတိယတန်းစားတီဘီဆေးများကို အဘယ်အတွက် အသုံးပြုပါသလဲ။	Second-line TB drugs are used for treating drug-resistant TB according to DR-TB treatment guidelines.	ဒုတိယတန်းစားတီဘီဆေးများကို ဆေးယဉ်ပါးတီဘီကုသမှုလမ်းညွှန်အတိုင်း ဆေးယဉ်ပါးတီဘီကို ကုသရန် အသုံးပြုပါသည်။	Drug-resistant TB (MDR-TB)	Myanmar NTP	2017	Second-line drugs indication
TB-CF-039	How should healthcare facilities organize waiting areas for coughing patients?	ချောင်းဆိုးသောလူနာများအတွက် ကျန်းမာရေးဌာနများသည် စောင့်ဆိုင်းသည့်နေရာများကို မည်သို့ စီစဉ်ရမည်နည်း။	Healthcare facilities should organize separate, well-ventilated waiting areas for coughing patients to prevent transmission to other patients.	ကျန်းမာရေးဌာနများသည် ချောင်းဆိုးသောလူနာများအတွက် လေဝင်လေထွက်ကောင်းသည့် သီးခြားစောင့်ဆိုင်းသည့်နေရာများ စီစဉ်ထားရမည်ဖြစ်ပြီး အခြားလူနာများသို့ ကူးစက်ခြင်းမှ ကာကွယ်ရန် ဖြစ်ပါသည်။	Infection control	Myanmar NTP	2017	Waiting area management
TB-CF-040	What is the role of rifampicin resistance testing in TB diagnosis?	တီဘီရောဂါရှာဖွေရာတွင် ရီဖင်ပင်စင်ဆေးယဉ်ပါးမှု စစ်ဆေးခြင်း၏ အခန်းကဏ္ဍမှာ အဘယ်နည်း။	Rifampicin resistance testing serves as a rapid screening tool to identify DR-TB cases early and ensure appropriate treatment is initiated promptly.	ရီဖင်ပင်စင်ဆေးယဉ်ပါးမှု စစ်ဆေးခြင်းသည် ဆေးယဉ်ပါးတီဘီလူနာများကို အမြန်ဆုံး ရှာဖွေတွေ့ရှိနိုင်ပြီး သင့်လျော်သောကုသမှုကို ချက်ချင်းစတင်နိုင်စေရန် အမြန်စစ်ဆေးသည့် အခန်းကဏ္ဍမှ ပါဝင်ပါသည်။	Drug-resistant TB (MDR-TB)	Myanmar NTP	2017	Resistance testing importance
TB-CF-041	Why should logbooks be maintained for ventilation system maintenance?	လေဝင်လေထွက်စနစ် ထိန်းသိမ်းခြင်းအတွက် မှတ်တမ်းစာအုပ်များ ထားရှိရခြင်းမှာ အဘယ်ကြောင့်နည်း။	Logbooks should be maintained to document maintenance activities, track system performance over time, and ensure accountability for infection control measures.	မှတ်တမ်းစာအုပ်များ ထားရှိရခြင်းမှာ ထိန်းသိမ်းမှုလုပ်ငန်းများကို မှတ်တမ်းတင်ရန်၊ စနစ်၏ လုပ်ဆောင်နိုင်စွမ်းကို အချိန်နှင့်အမျှ စောင့်ကြည့်ရန်နှင့် ရောဂါကာကွယ်ထိန်းချုပ်ရေး အစီအမံများအတွက် တာဝန်ယူမှု သေချာစေရန် ဖြစ်ပါသည်။	Infection control	Myanmar NTP	2017	Documentation importance
TB-CF-042	What is the purpose of separating DR-TB presumptive patients?	ဆေးယဉ်ပါးတီဘီသံသယလူနာများကို သီးခြားခွဲထားခြင်း၏ ရည်ရွယ်ချက်မှာ အဘယ်နည်း။	The purpose of separating DR-TB presumptive patients is to prevent transmission of drug-resistant TB to other patients and healthcare workers while waiting for diagnosis and treatment initiation.	ဆေးယဉ်ပါးတီဘီသံသယလူနာများကို သီးခြားခွဲထားခြင်း၏ ရည်ရွယ်ချက်မှာ ရောဂါရှာဖွေခြင်းနှင့် ကုသမှုစတင်ခြင်းကို စောင့်ဆိုင်းနေစဉ် အခြားလူနာများနှင့် ကျန်းမာရေးဝန်ထမ်းများသို့ ဆေးယဉ်ပါးတီဘီ ကူးစက်ခြင်းမှ ကာကွယ်ရန် ဖြစ်ပါသည်။	Drug-resistant TB (MDR-TB)	Myanmar NTP	2017	Patient separation rationale
TB-CF-043	How does effective treatment reduce TB transmission?	ထိရောက်သောကုသမှုသည် တီဘီကူးစက်မှုကို မည်သို့ လျော့ကျစေပါသလဲ။	Effective treatment rapidly reduces the bacterial load and infectiousness of patients, thereby decreasing transmission risk to contacts even before achieving culture conversion.	ထိရောက်သောကုသမှုသည် လူနာများ၏ ဘက်တီးရီးယား ပမာဏနှင့် ကူးစက်နိုင်စွမ်းကို လျင်မြန်စွာ လျော့ကျစေပြီး ပိုးမပေါက်ပွား ကင်းစင်သည့်အခြေအနေ မရောက်မီကပင် ထိတွေ့သူများသို့ ကူးစက်နိုင်စွမ်းကို လျော့ကျစေပါသည်။	Treatment guidelines	Myanmar NTP	2017	Treatment impact on transmission
TB-CF-044	What should healthcare workers look for during daily active case finding?	နေ့စဉ် တက်တက်ကြွကြွ ရောဂါရှာဖွေရာတွင် ကျန်းမာရေးဝန်ထမ်းများ မည်သည်တို့ကို ရှာဖွေရမည်နည်း။	Healthcare workers should actively look for people with cough at facility entrances and healthcare service delivery areas during daily case finding activities.	နေ့စဉ် တက်တက်ကြွကြွ ရောဂါရှာဖွေရာတွင် ကျန်းမာရေးဝန်ထမ်းများသည် ဆေးရုံဆေးခန်းအဝင်နှင့် ကျန်းမာရေးစောင့်ရှောက်မှုပေးသည့်နေရာများတွင် ချောင်းဆိုးသူများကို ရှာဖွေရမည်။	Healthcare worker training	Myanmar NTP	2017	Active screening procedures
TB-CF-045	What are the key intervals to monitor in the TB diagnostic cascade?	တီဘီရောဂါရှာဖွေစစ်ဆေးမှု လုပ်ငန်းစဉ်တွင် စောင့်ကြည့်ရမည့် အဓိက အချိန်ကာလများမှာ အဘယ်နည်း။	The key intervals to monitor are: time from sputum collection to laboratory results, and time from laboratory results to treatment initiation.	စောင့်ကြည့်ရမည့် အဓိက အချိန်ကာလများမှာ သလိပ်နမူနာစပေးသည့်အချိန်မှ ဓါတ်ခွဲအဖြေရရှိသည့်အချိန်နှင့် ဓါတ်ခွဲအဖြေရရှိသည့်အချိန်မှ ကုသမှုစတင်သည့်အချိန် ဖြစ်ပါသည်။	Healthcare worker training	Myanmar NTP	2017	Cascade monitoring points
TB-CF-046	What factors ensure proper ventilation in TB settings?	တီဘီဌာနများတွင် သင့်လျော်သော လေဝင်လေထွက်စနစ်ကို သေချာစေသည့် အချက်များမှာ အဘယ်နည်း။	Proper ventilation is ensured by: doors and windows that open and close easily, functioning exhaust fans verified by tissue test, and regular monthly inspections of all components.	သင့်လျော်သော လေဝင်လေထွက်စနစ်ကို သေချာစေသည့် အချက်များမှာ တံခါးနှင့်ပြတင်းပေါက်များ လွယ်ကူစွာ ဖွင့်ပိတ်နိုင်ခြင်း၊ တစ်ရှူးစမ်းသပ်မှုဖြင့် အတည်ပြုထားသော လေထုတ်ပန်ကာများ ကောင်းမွန်စွာ လုပ်ဆောင်နေခြင်းနှင့် အစိတ်အပိုင်းအားလုံး၏ ပုံမှန်လစဉ် စစ်ဆေးမှုများ ဖြစ်ပါသည်။	Infection control	Myanmar NTP	2017	Ventilation quality assurance
TB-CF-047	Why is Gene Xpert preferred over traditional methods for DR-TB detection?	ဆေးယဉ်ပါးတီဘီ ရှာဖွေရာတွင် Gene Xpert ကို ရိုးရာနည်းလမ်းများထက် အဘယ်ကြောင့် ပိုမို နှစ်သက်ပါသလဲ။	Gene Xpert is preferred because it provides results within 2 hours, detects rifampicin resistance simultaneously with TB bacteria, and enables rapid treatment decisions.	Gene Xpert ကို နှစ်သက်ခြင်းမှာ ၂ နာရီအတွင်း ရလဒ်ပေးနိုင်ခြင်း၊ တီဘီပိုးနှင့်တစ်ပြိုင်နက် ရီဖင်ပင်စင်ဆေးယဉ်ပါးမှုကို ရှာဖွေနိုင်ခြင်းနှင့် အမြန်ကုသမှုဆုံးဖြတ်ချက်ချနိုင်ခြင်း ဖြစ်ပါသည်။	Drug-resistant TB (MDR-TB)	Myanmar NTP	2017	Technology advantages
TB-CF-048	What should be done if a patient shows TB symptoms?	လူနာတစ်ဦးတွင် တီဘီလက္ခဏာများ ပေါ်လာပါက မည်သို့ဆောင်ရွက်ရမည်နည်း။	If a patient shows TB symptoms, they should receive education on sputum collection and cough etiquette, be fitted with a face mask, and have sputum collected for testing.	လူနာတစ်ဦးတွင် တီဘီလက္ခဏာများ ပေါ်လာပါက သလိပ်ခံယူပြီး သလိပ်နမူနာပေးရန် အသိပညာပေးခြင်း၊ ချောင်းဆိုးရာတွင် လိုက်နာရမည့်ကျင့်ဝတ်များ အသိပညာပေးခြင်း၊ နှာခေါင်းစည်းတပ်ဆင်စေခြင်းနှင့် သလိပ်စစ်ဆေးရန် ကောက်ယူခြင်း ပြုလုပ်ရမည်။	Patient education	Myanmar NTP	2017	Initial symptom response
TB-CF-049	What is the significance of monitoring treatment initiation delays?	ကုသမှုစတင်ခြင်း နှောင့်နှေးမှုကို စောင့်ကြည့်ခြင်း၏ အရေးပါမှုမှာ အဘယ်နည်း။	Monitoring treatment initiation delays is significant because delays increase transmission risk, worsen patient outcomes, and indicate health system performance gaps that need addressing.	ကုသမှုစတင်ခြင်း နှောင့်နှေးမှုကို စောင့်ကြည့်ခြင်းသည် အရေးပါပါသည်။ အဘယ်ကြောင့်ဆိုသော် နှောင့်နှေးမှုသည် ကူးစက်မှုအန္တရာယ်ကို တိုးစေခြင်း၊ လူနာရလဒ်များ ပိုမိုဆိုးရွားစေခြင်းနှင့် ကျန်းမာရေးစနစ် လုပ်ဆောင်နိုင်စွမ်း ကွာဟမှုများကို ညွှန်ပြခြင်း တို့ကြောင့် ဖြစ်ပါသည်။	Healthcare worker training	Myanmar NTP	2017	Quality improvement indicator
TB-CF-050	What is the complete infection control strategy for TB facilities?	တီဘီဌာနများအတွက် ပြီးပြည့်စုံသော ရောဂါကူးစက်မှု ကာကွယ်ထိန်းချုပ်ရေး မဟာဗျူဟာမှာ အဘယ်နည်း။	The complete infection control strategy includes: active case finding with Gene Xpert testing, safe separation of presumptive cases in well-ventilated areas, immediate effective treatment, cough etiquette education, proper ventilation system maintenance, and continuous monitoring of all components.	ပြီးပြည့်စုံသော ရောဂါကူးစက်မှု ကာကွယ်ထိန်းချုပ်ရေး မဟာဗျူဟာတွင် Gene Xpert စစ်ဆေးမှုဖြင့် တက်တက်ကြွကြွ ရောဂါရှာဖွေခြင်း၊ လေဝင်လေထွက်ကောင်းသော နေရာများတွင် သံသယလူနာများကို အန္တရာယ်ကင်းစွာ သီးခြားခွဲထားခြင်း၊ ချက်ချင်း ထိရောက်သောကုသမှုပေးခြင်း၊ ချောင်းဆိုးရာ ကျင့်ဝတ်အသိပညာပေးခြင်း၊ သင့်လျော်သော လေဝင်လေထွက်စနစ် ထိန်းသိမ်းခြင်းနှင့် အစိတ်အပိုင်းအားလုံးကို စဉ်ဆက်မပြတ် စောင့်ကြည့်ခြင်း တို့ ပါဝင်ပါသည်။	Infection control	Myanmar NTP	2017	Comprehensive strategy overview
aDSM-001	What is the purpose of establishing a National Coordinating Committee for Active Drug-Safety Monitoring (NCCA)?	တက်ကြွ ဆေးဘေးထွက်ဆိုးကျိုး စောင့်ကြပ်စီမံမှုအတွက် အမျိုးသား ညှိနှိုင်းရေးကော်မတီ (NCCA) ထူထောင်ခြင်း၏ ရည်ရွယ်ချက်မှာ အဘယ်နည်း။	The NCCA provides centralized oversight and coordination of aDSM activities at the national level, bringing together specialists, TB hospital chiefs, and partner organizations to ensure safe patient treatment through screening and causality assessment.	NCCA သည် အမျိုးသားအဆင့်မှ aDSM လုပ်ငန်းများကို ဗဟိုခြုံငုံကြီးကြပ်မှုနှင့် ပေါင်းစပ်ညှိနှိုင်းမှု ပေးရန်ဖြစ်ပြီး၊ အထူးကုသမားများ၊ တီဘီဆေးရုံအုပ်ကြီးများနှင့် မိတ်ဖက်အဖွဲ့အစည်းများကို ပေါင်းစည်းကာ လူနာများ အန္တရာယ်ကင်းစွာ ဆေးကုသမှုရရှိရန် စစ်ဆေးခြင်းနှင့် ထိခိုက်နစ်နာမှုအကဲဖြတ်ခြင်းများ ဆောင်ရွက်စေရန်ဖြစ်သည်။	Treatment guidelines	Myanmar NTP aDSM Guidelines	2016-2017	
